id	dialog	joy	sadness	trust	disgust	fear	anger	surprise	anticipation
4501	Well I mean I need to make a little bit more than the minimum wage fry flipper.	1	0	1	0	0	0	0	0
4502	Well you've got to start somewhere.  I mean-	1	0	0	0	0	0	0	1
4503	I did start somewhere.  I worked my way up.  I'm not going to start at the bottom again.	1	0	1	0	0	0	0	0
4504	Well you're going to have to.  You don't really have an option.  What's your problem?	0	0	0	0	1	1	1	0
4505	What's my problem?  What's my problem? I don't have a job.	0	0	0	0	1	0	0	0
4506	I don't know it's like I'm trying to be-	0	0	0	0	0	0	0	0
4507	I'm trying to be helpful.	1	0	0	0	0	0	0	0
4508	I'm trying to be helpful and you're just, like, coming at me with, like, attacks.	0	1	0	0	0	1	0	0
4509	Well maybe you could be a little helpful.  I mean obviously you don't have any problems so would it really take so much time out of your day to just go ahead and help somebody else.	1	0	1	0	0	0	0	0
4510	I'm trying to watch TV.	1	0	0	0	0	0	0	0
4511	Welcome to Northwest Airlines.  How can I help you?	1	0	0	0	0	0	0	1
4512	Yeah.  Yeah I did.	1	0	1	0	0	0	0	0
4513	Where?  Did you do it at the front desk or by the baggage claims?	1	0	1	0	0	0	0	0
4514	I-I don't know.  The place where they told me to go.  Look they told me to come talk to you because you guys lost my bag.  Not it's late.  Not it will be here soon, lost it completely.  What are you going to do about that?	0	1	0	0	1	0	0	0
4515	Look that bag has my entire life in it and you just lost it.	1	0	0	0	0	0	1	0
4516	I understand that ma'am.	1	0	1	0	0	0	0	0
4517	it's not like it just disappeared into thin air. Somebody wasn't paying attention	1	0	0	0	0	0	0	1
4518	I understand that.  The best I can do for you, at this moment, is give you fifty dollar check courtesy of Northwest Airlines for inconveniencing you in losing your luggage.	1	0	0	0	0	0	1	0
4519	At this moment in time, all I can do for you is give you-	1	0	1	0	0	0	0	0
4520	No. No. I heard- I heard what you said.	0	0	0	0	0	0	0	0
4521	you're getting very excited right now	1	0	0	0	0	0	0	0
4522	Yeah, well that's got everything I have in it.	1	0	0	0	0	0	0	1
4523	I understand that, ma'am but there's not really much I can do for you right now.	1	0	1	0	0	0	0	0
4524	Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.	1	0	1	0	0	0	0	1
4525	What I need you to do is file another complaint form. There's a form that you can fill out over by the front desk near the baggage claim.	1	0	0	0	0	0	0	0
4526	If you'd like to take that over to the front desk- Ma'am.	0	0	0	0	0	0	0	0
4527	I expect your airline who was responsible for my bag to give me the equivalent of the bag and all of the things in it.	1	0	0	0	0	0	1	0
4528	Ma'am in flying with Northwest Airlines you agreed to	0	0	1	0	0	0	0	1
4529	I didn't sign anything. I didn't sign anything. And you people have got to make-	0	0	0	0	0	0	0	0
4530	It's part of the small- it's part of the agreement when you're purchasing an airline ticket, there's- when you-	0	0	0	1	0	0	0	0
4531	You have to make amends for what you did for losing my bag and all of my stuff.  Fifty dollars is unacceptable.	0	1	0	0	1	0	0	0
4532	Ma'am, please calm down.  When you purchase a ticket, there is a terms and agreement,	1	0	1	0	0	0	0	0
4533	No.  No.  I don't know. You know what? I'm going to call my lawyer. You know what?  That's what I'm going to do.  I'm going to call my lawyer and have him get down here and explain to you that this is an unacceptable option.	0	1	0	0	0	1	0	0
4534	Ma'am.	0	0	0	0	0	0	0	0
4535	I want to talk to your supervisor.	1	0	0	0	0	0	1	0
4536	I am- I am- I am my own supervisor.	1	0	0	0	0	0	1	0
4537	I've had enough.  I want to talk to-no, no unacceptable I want to your supervisor. I am done with this.	1	0	0	0	0	0	0	0
4538	Really, you don't work for anybody.  It's just you?	0	1	0	0	1	1	0	0
4539	Okay.  Well I want to call whoever you report to, whoever your boss is because I have had enough with this airline and I am finished waiting for my fifty dollar gift certificate.	1	0	1	0	0	0	0	0
4540	Ma'am, I own Northwest Airlines.	0	0	0	0	0	0	0	0
4541	Hey, what's up?	0	0	0	0	0	0	0	0
4542	Guess what came today?	0	0	0	0	0	0	0	0
4543	My acceptance letter.	1	0	1	0	0	0	0	0
4544	Get out.	1	0	0	0	0	0	1	0
4545	From U.S.C..	0	0	0	0	0	0	0	0
4546	You serious?	1	0	1	0	0	0	0	0
4547	Oh, my god what happened.  You got in. Otherwise you wouldn't be so happy. [LAUGHTER]	0	0	0	1	1	1	1	0
4548	Well yeah, that's the general idea. [LAUGHTER]	1	0	0	0	0	0	0	0
4549	That's awesome.  Congratulations.	1	0	0	0	0	0	1	0
4550	Big bad acceptance packet with all the information.  I'm going to U.S.C..	1	0	0	0	0	0	1	0
4551	That's amazing.  Wow.	1	0	0	0	0	0	1	0
4552	I know. [LAUGHTER]	1	0	0	0	0	0	1	1
4553	You're going to have to get like a nine millimeter because U.S.C.'s like in South Central.	0	0	0	0	0	0	0	0
4554	[LAUGHTER] Yeah, uh. No.	1	0	0	0	0	0	1	1
4555	[LAUGHTER] It's safe around there.	1	0	0	0	0	0	0	1
4556	The campus is beautiful. I'm so excited.	1	0	0	0	0	0	0	0
4557	I know but you should get like a taser or something.  I mean walking around the campus at night-	1	0	0	0	0	0	1	0
4558	Do you want to buy me some mace for my, you know, going away present?	1	0	0	0	0	0	0	0
4559	I'll get you- I'll get you a bottle of mace.	0	0	0	0	0	0	0	0
4560	And a taser and a knife.	0	1	0	1	1	1	0	0
4561	And a taser.  Excellent.  Just make sure it's a big knife.	1	0	0	0	0	0	0	0
4562	Well I was thinking maybe underwater basket weaving.	0	1	0	0	1	0	0	1
4563	Underwater basket weaving, my god.	0	1	0	0	1	0	0	1
4564	U.S.C. has a major in that, right.	1	0	0	0	0	0	1	0
4565	They have- they have that	0	0	0	0	0	0	0	0
4566	They have - U.S.C. has everything because U.S.C. is the best school ever.	1	0	0	0	0	0	1	0
4567	That's ridiculous.  I don't believe that.	0	0	0	1	0	1	0	0
4568	Okay.  Well I'm lying but-	0	0	0	1	0	1	0	0
4569	Seriously, what's your major?	0	0	0	0	0	1	0	0
4570	Well, I haven't decided yet.  I want to try some things out.	1	0	0	0	0	0	0	1
4571	So you're undecided?	0	0	0	1	0	1	0	0
4572	Hey, that's cool.	1	0	1	0	0	0	0	0
4573	No, no.  It's totally cool.  I mean, like, this friend of mine he was- he's been undecided now for, like, the past like eleven years of his life.	1	0	0	0	0	0	1	0
4574	Uh, well-	1	0	0	0	0	0	0	1
4575	Yeah, I know.  That's right. Yeah, yeah. Because I live in LA.	1	0	1	0	0	0	0	0
4576	Right.	0	0	0	0	0	0	0	0
4577	So this works out perfectly.  Because I was worried if I didn't get in to U.S.C., then I would have to go somewhere far away and then-	0	1	0	1	1	0	0	0
4578	Right.	0	0	0	0	0	0	0	0
4579	Everything worked out perfectly.	1	0	1	0	0	0	0	0
4580	I know.  We should have a party.	1	0	0	0	0	0	0	1
4581	We should have a party.	1	0	0	0	0	0	0	1
4582	An I got accepted to U.S.C. party.	1	0	1	0	0	0	0	1
4583	No.  An I got accepted to U.S.C. party. [LAUGHTER]	1	0	0	0	0	0	0	1
4584	Oh, that's right. Okay, I see. Right, right, right.	1	0	1	0	0	0	0	0
4585	A party celebrating your acceptance.	1	0	0	0	0	0	0	1
4586	That's cool.	1	0	1	0	0	0	0	0
4587	[LAUGHTER] Are you asking me on a date?	1	0	0	0	0	0	1	1
4588	Well I mean I don't know.  It's like you know I kind of had a crush on you throughout high school and, like	1	0	0	0	0	0	0	1
4589	I don't know I just thought that, you know, maybe we could, you know, I don't know.  It's like, you know, just test the waters anyway.  I don't see what the problem is.	0	1	0	0	0	1	0	0
4590	Movies- movie, we'll go to a movie and a dinner and- and	0	0	0	0	0	0	0	0
4591	actually, you know, there's this- there's this really cool restaurant, um, I don't know if you-  it's Red Lobster.  It's like down on	1	0	1	0	0	0	0	0
4592	Vermont.	0	0	0	0	0	0	0	0
4593	Wait, you've been there before?	0	0	0	0	1	0	0	1
4594	On occasion I've heard of it.	1	0	0	0	0	0	0	0
4595	Oh, so well then you know that it's awesome.	1	0	1	0	0	0	0	1
4596	Yeah.  Totally.	1	0	1	0	0	0	0	0
4597	Right, so we'll go there and then- and then we'll get some ice cream and maybe we'll go putt-putt golfing.	0	0	0	0	0	0	0	0
4598	Okay.  Putt-putt golfing?	1	0	1	0	0	0	0	0
4599	Eh, we can work that part out.	1	0	1	0	0	0	0	0
4600	I can see it in your eyes.  You want to go.	1	0	0	0	0	0	1	0
4601	Yeah.  So we'll do that and then- and then- and then tomorrow we'll have your	1	0	1	0	0	0	0	0
4602	party.	1	0	0	0	0	0	0	1
4603	your I got into U.S.C. graduate party. Yeah.	1	0	1	0	0	0	0	1
4604	Good. Alright we're so happy.	1	0	0	0	0	0	0	0
4605	Yay for me.	1	0	0	0	0	0	0	1
4606	I know.	0	0	0	0	0	0	0	0
4607	Are you going to take out loans or-	0	1	0	1	1	1	0	0
4608	Well hey, it's okay, fine, gees.	1	0	0	0	0	0	0	1
4609	Well no.  I mean I have some scholarships and some financial aid and stuff but I'll have to, you know, I'll get a job	1	0	0	0	0	0	1	0
4610	while I'm in school.  It'll be good.	1	0	0	0	0	0	0	0
4611	Yeah.  It will work out.  Maybe I could work at Red Lobster.	1	0	0	0	0	0	1	0
4612	Well, it's not far.	1	0	0	0	0	0	0	1
4613	I know.  Right down the street.	0	0	0	1	1	1	1	0
4614	That's right.  There's lots of like, there's lots of doughnut shops, like, everywhere.	1	0	0	0	0	0	0	0
4615	I mean There's pretty much doughnut shops everywhere in LA.	1	0	0	0	0	0	0	0
4616	Right	0	0	0	0	0	0	0	0
4617	But, um-	0	0	0	0	0	0	0	0
4618	and like most places really.	0	0	0	0	0	0	0	0
4619	I mean, like, I don't know.  I'm just saying if you need to make some extra cash.  You can, you know	1	0	0	0	0	0	1	0
4620	Maybe on campus, I hear they have jobs on campus.	1	0	1	0	0	0	0	0
4621	I just said the library	1	0	0	0	0	0	1	1
4622	or, um, campus cruiser.  You can drive people around.	1	0	1	0	0	0	0	0
4623	Excellent.  Drive drunk people around because you know that's all campus cruisers for.	1	0	0	0	0	0	1	0
4624	Right or you can run for student counsel.	1	0	0	0	0	0	0	1
4625	Okay.  No, that's dorky.	0	0	0	1	0	1	0	0
4626	It's important.	1	0	0	0	0	0	1	0
4627	Yes.	1	0	1	0	0	0	0	0
4628	No, it's dorky.	0	0	0	1	0	1	0	0
4629	Social life.  Hello.	1	0	0	0	0	0	1	0
4630	But that'll fit you  because you're a dork.	1	0	0	0	0	0	1	1
4631	[LAUGHTER].	1	0	0	0	0	0	1	1
4632	[LAUGHTER].	1	0	0	0	0	0	1	1
4633	No.  But I'm thinking I might, you know, like audition for a play or something.  I don't really want to do the sorority thing.  I'm not really feeling that vibe with the	1	0	1	0	0	0	0	0
4634	Yeah, you don't want to do the sorority thing because you'll probably get used and abused by	1	0	0	0	0	0	0	0
4635	ditsy valley girls and	0	1	0	1	1	1	0	0
4636	lots of drunk frat boys	0	1	0	1	1	1	0	0
4637	Yeah.	1	0	1	0	0	0	0	0
4638	But, hey. They have- they have- they have free, uh	1	0	0	0	0	0	0	1
4639	What have you heard about the Greek system?	0	0	0	0	0	0	0	0
4640	free buffets and free events.	1	0	0	0	0	0	0	1
4641	I mean it's not really free because you have to pay for it, but yeah.	1	0	0	0	0	0	0	0
4642	Well do you think you're going to live on campus or off campus your first year?	1	0	0	0	0	0	0	1
4643	I think I'll live on campus the first year cause you  meet more people that way, right?	1	0	0	0	0	0	0	0
4644	Oh, yeah? In a dorm?	1	0	1	0	0	0	0	0
4645	Well, yeah.  I mean that's where you meet people, right.  Everybody lives in the dorms, right.	1	0	0	0	0	0	0	0
4646	Oh, oh, I'm sorry, my bad.  I'll have to, like, sign up for summer lessons from you before I go.  You can teach me how to be cool before I go to college.	1	0	0	0	0	0	1	0
4647	No, no, no.  You're right though.  I mean, you know, dorms are definitely the way to meet people.  I know that I was in an apartment off campus	0	1	0	0	1	0	0	0
4648	and I mean, you know, I knew my roommates and stuff but I there wasn't really that sense of community-	1	0	0	0	0	0	0	0
4649	Right.	0	0	0	0	0	0	0	0
4650	that happened, you know, that was going on.	1	0	0	0	0	0	1	0
4651	So basically what you're saying is that I was right	0	0	0	1	0	0	0	0
4652	I was just joking.  Gosh.  You don't have to take everything so- so seriously.	0	0	0	1	0	1	0	0
4653	me.	0	0	0	0	0	0	0	0
4654	Hey, I'm, uh. I'm really sorry about what happened.  I don't um- I mean what you can you do?  I mean it's-	0	1	0	0	1	0	1	0
4655	Thanks.	1	0	1	0	0	0	0	0
4656	When I was seven, my- my grandmother died and I really- I don't know, I mean it was really hard to let go but the important thing is- is that you do let go and your realize that, you know, they- you know, they- this person had fun while they were- while they were here and, uh, you know, you work- you work through it.	1	0	0	0	0	0	0	1
4657	You know it's just, I just, you know, I mean it just happened.  I just, like- I just keep expecting him to walk in, you know.	1	0	0	0	0	0	0	0
4658	Yeah.	1	0	1	0	0	0	0	0
4659	Well I mean, you know, I mean it was I mean with that kind of condition,	1	0	0	0	0	0	0	1
4660	Yeah. I know. I know.	1	0	1	0	0	0	0	0
4661	you know, it's inevitable  and I mean honestly it's- it's almost like	0	1	0	0	1	0	0	0
4662	Yeah, I know. But I'd rather have him here with me, you know. It's just not fair.  I mean he- he didn't get to do like anything. I mean he was-	1	0	0	0	0	0	0	0
4663	He was only twenty four and just so many things that we were going to do, you know, and now he won't get to do them and he won't get to be here when I do.  You know, like I'll get married some day and he won't be there, like, he won't get to see that.	1	0	0	0	0	0	1	0
4664	Yeah.	1	0	1	0	0	0	0	0
4665	It just doesn't seem fair.	0	0	0	1	0	0	0	0
4666	It's not fair but I mean that's, you know, the course of life is that, you know, you meet people and you lose them.	1	0	0	0	0	0	0	0
4667	You're okay	1	0	1	0	0	0	0	0
4668	Thank you for being here.	1	0	1	0	0	0	0	0
4669	You know I think- I think we should celebrate because I think that's what he would have wanted.	1	0	0	0	0	0	1	1
4670	[LAUGHTER] You're probably right.  He probably would be pissed if we were all sitting around being upset about it. He'd want us to have a party.	1	0	0	0	0	0	1	1
4671	And to drink in his honor. [LAUGHTER]	1	0	0	0	0	0	1	1
4672	Yeah, I know.	1	0	1	0	0	0	0	0
4673	So-	0	0	0	0	0	0	0	0
4674	What time is it?  They're supposed to run around midnight.  This is great, isn't it?  Look at this night we've got here; couldn't be better.	1	0	0	0	0	0	1	0
4675	Fine.	1	0	0	0	0	0	0	0
4676	Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?	1	0	0	0	0	0	1	0
4677	How you doing?  Oh, no, you know what I did?  I forgot to bring my flashlight.  How could I be so stupid?  I should have brought my flashlight.	0	1	0	0	1	1	0	0
4678	The flashlight; the silver one.  There's only one, isn't there?	1	0	1	0	0	0	0	0
4679	It's not yours.	0	0	0	0	0	0	0	0
4680	It's ours.  It's mine, too.	0	0	0	0	0	0	0	0
4681	Well, sure.	1	0	0	0	0	0	0	1
4682	No, of course, our flashlight; yours and mine.  Me flashlight es su flashlight, naturally.  How could we not think to bring it?  I hope the moon stays out.	1	0	0	0	0	0	0	1
4683	I wonder, do they always run during a full moon? I can't remember if it was full last year.  Remember?	1	0	0	0	0	0	0	1
4684	Yes.	1	0	1	0	0	0	0	0
4685	Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.	1	0	0	0	0	0	1	1
4686	I wonder if they can hear me talk or feel the vibrations in the sand when we move around.	1	0	0	0	0	0	0	0
4687	I'm cold.	0	0	0	1	0	0	0	0
4688	You want my jacket?	0	0	0	0	0	0	0	0
4689	It's after eleven; let's go home.	1	0	1	0	0	0	0	0
4690	Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?	0	1	0	1	1	1	0	0
4691	There is no point in coming down here.	0	1	0	1	0	1	0	0
4692	That's my point.	0	0	0	0	0	0	0	0
4693	So let's go home.	1	0	1	0	0	0	0	0
4694	No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?	0	1	0	0	1	0	0	1
4695	I just don't.  It's stupid.	0	1	0	0	1	1	0	0
4696	Honey, this is a natural phenomenon.  I mean, this only happens once a year.  It's a great opportunity.  Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.	1	0	1	0	0	0	0	0
4697	Yeah, but that moment on the beach is the highlight of their little lives.  I mean, all that flopping around is laying eggs or what do you -- spawning or mating, something like that.	1	0	0	0	0	0	0	1
4698	There's mystery here and magic.	1	0	0	0	0	0	1	0
4699	What are you so excited about?	1	0	0	0	0	0	0	0
4700	Oh, it's a big night for these guys.  Uh, life's last orgy.	1	0	0	0	0	0	1	0
4701	This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.	0	0	0	1	1	1	1	0
4702	Yeah, they do. Okay.  But it's fish who do something none of the other fish do; like the swallows are returning to Capistrano; or the lemmings throwing themselves off the cliffs, like that.	0	1	0	1	1	1	0	0
4703	I'm just not.	0	0	0	0	0	0	0	0
4704	For real?	1	0	0	0	0	0	1	0
4705	I don't get it.  First time we came here to see it, you said it was the best night of your life.  And last year, I remember distinctly you were so excited to get here, you stubbed your toe rushing me out the door and didn't even notice until we were in the car.	1	0	0	0	0	0	1	0
4706	Last year, you will also remember, our shoes got wet.  I got sand in my panties.  We got into a big fight over nothing.  You got a sore throat and we did not see the grunions.	0	1	0	1	1	0	0	0
4707	We weren't in a good spot.	1	0	0	0	0	0	0	0
4708	We didn't see them the first time either.	0	0	0	0	0	0	0	0
4709	We just weren't in a good spot.  This is a much better spot.  I've got good instincts for these things.  Look there.  What's that?  Is that -	1	0	0	0	0	0	1	1
